Country Name,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Djibouti,1047.586896,1214.077118,1253.657431,1325.990724,1430.986898,1536.150685,1622.637974,1740.915011,1862.167274,
Dominica,5939.053585,6446.663832,6866.224899,6912.435714,6986.046785,6745.849594,6933.415429,7195.39349,7313.849352,7906.721671
Denmark,58487.04501,64322.06664,58163.29359,58041.41122,61753.66007,58507.50021,61191.19263,62548.98502,53012.99658,53549.70067
Dominican Republic,4647.310359,5011.037937,4952.677503,5451.06696,5759.0643,5968.876767,6027.055544,6268.692122,6468.471648,6722.223536
Algeria,3935.183343,4905.254866,3868.83123,4463.394675,5432.41332,5565.134521,5471.123389,5466.425778,4160.220067,3916.881571
East Asia & Pacific (excluding high income),2474.914586,3108.734621,3348.192994,4010.4649,4867.116671,5390.92919,5908.427878,6307.578998,6515.050151,6586.833593
Early-demographic dividend,2336.390313,2593.975727,2459.537637,2927.082865,3239.193251,3328.605242,3342.078005,3414.536562,3260.00134,3280.823408
East Asia & Pacific,5664.143435,6495.933481,6648.004566,7679.834203,8844.822997,9402.722845,9447.701067,9665.056079,9541.871089,9787.775545
Europe & Central Asia (excluding high income),6841.466833,8436.334586,6613.766773,7822.762509,9597.179563,10083.25927,10653.39985,9887.848051,7521.365319,7167.338947
Europe & Central Asia,24108.84778,26352.53922,23084.22696,23536.90593,26015.889,24970.97515,25976.55463,26192.93477,22442.21481,22230.20365
Ecuador,3590.718086,4274.952065,4255.565701,4657.302361,5223.351763,5702.104313,6074.090829,6396.630483,6150.155955,6018.526868
"Egypt, Arab Rep.",1640.476068,2011.246154,2291.667062,2602.479549,2747.480327,3181.441708,3213.389158,3327.754247,3547.713012,3477.851743
Euro area,38718.44696,42235.24895,38491.67244,37617.72175,40614.90765,37598.88998,39107.50458,39820.58502,34348.25531,35008.049
Eritrea,317.3294336,326.0825642,430.7544499,482.1490904,582.7755302,,,,,
Spain,32709.40104,35579.30993,32334.00548,30736.62785,31835.2888,28563.85904,29211.77375,29623.16445,25787.92879,26639.74059
Estonia,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19072.23852,19949.58138,17155.87418,17727.49293
Ethiopia,243.3026822,325.3825543,379.7566385,341.3099092,354.8463544,468.5067249,502.1535887,571.1622759,645.4650067,706.7574751
European Union,35597.5878,38135.41099,33977.44188,33687.58784,36412.96828,34230.95146,35584.58238,36666.64991,32196.57325,32233.48522
Fragile and conflict affected situations,1100.47877,1386.368454,1259.758422,1466.413844,1558.69666,1644.799092,1719.511838,1766.115735,1559.046705,1471.909837
Finland,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,42419.56557,43402.86326
Fiji,4078.82327,4177.657789,3369.408247,3651.966784,4353.121392,4546.738504,4763.068956,5045.769926,4921.950723,5233.469423
France,41600.58397,45413.06571,41631.13141,40703.34279,43810.20088,40838.02444,42554.12205,42955.24287,36526.77011,36854.96828
Faroe Islands,47024.2297,49773.16687,46521.50171,47397.90292,50789.0486,48421.80307,53612.825,57543.66906,50581.96849,
"Micronesia, Fed. Sts.",2441.501551,2516.018683,2693.023278,2861.771348,3000.948119,3150.910602,3047.584425,3057.24559,3018.008675,3143.749107
Gabon,8352.817101,10094.02746,7603.660223,8754.113922,10716.2032,9774.180761,9679.759204,9692.163874,7388.984144,7179.340661
United Kingdom,50134.3161,46767.59222,38262.18213,38893.01849,41412.34924,41790.77914,42724.06788,46783.46922,44305.55463,40341.40825
Georgia,2492.12878,3174.949001,2706.588512,2964.477034,3725.063221,4142.869175,4274.376857,4429.650075,3764.640912,3865.785693
Ghana,1090.686718,1224.401554,1086.765038,1312.607557,1574.978653,1629.800222,1814.492297,1432.227943,1361.113905,1513.461034
Gibraltar,,,,,,,,,,
Guinea,622.1516672,674.5971068,636.2717095,635.6714852,614.8694482,654.7998027,726.0940747,744.6823178,725.0646897,661.5277734
"Gambia, The",519.0452673,607.9479729,549.3108283,562.4825159,514.3738601,504.9740098,483.4863008,434.4656471,458.9690025,473.1904366
Guinea-Bissau,481.0694976,583.5445622,544.2220779,546.7216686,688.7718197,604.2683552,622.1351066,611.4384267,585.2105569,641.5959647
Equatorial Guinea,15761.83913,22742.38159,16530.20937,17136.44568,21451.88617,21557.6528,20246.99308,19245.65151,10717.48218,8747.353473
Greece,28827.32636,31997.28201,29710.9703,26917.75898,25916.29353,22242.68193,21874.8195,21760.9798,18070.77678,17930.16423
Grenada,7324.190513,7947.444327,7395.088125,7365.666659,7410.408438,7583.187002,7956.076548,8569.776998,9333.270231,9841.76405
Greenland,36232.68274,41022.99421,41277.46789,40532.5081,44212.44114,42398.63367,43967.15016,45317.11429,39569.10579,
Guatemala,2489.955836,2794.221809,2635.753474,2825.52407,3187.845296,3299.605139,3452.828934,3687.763767,3923.573344,4146.744129
Guam,27540.83913,29056.497,30025.56035,30700.43401,30862.11,32499.23425,33278.25409,34361.08022,35210.78883,35562.56753
Guyana,2327.058324,2576.124957,2764.306295,3044.949129,3438.825411,3799.756292,3941.114697,4031.532007,4160.269275,4529.139412
High income,38546.87126,40604.27544,37776.96855,39326.97549,42233.51836,42012.69592,42218.04727,42826.39266,40220.06362,40803.582
"Hong Kong SAR, China",30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38357.82676,40247.36691,42351.0246,43681.42195
Honduras,1592.572182,1751.595857,1815.489496,1932.85829,2120.589469,2178.377385,2136.393851,2242.707459,2326.155856,2361.160205
Heavily indebted poor countries (HIPC),600.1113941,704.3017689,691.6912966,742.4718941,805.8533276,843.8690186,890.0494416,919.1971285,881.6395275,870.6510302
Croatia,13546.69872,15893.86056,14157.14416,13505.74586,14539.18421,13235.97757,13574.74009,13467.46827,11638.07948,12160.11063
Haiti,615.8198192,674.7564147,668.2976046,662.2795182,740.9358452,766.8437623,810.2656073,830.1148117,814.5463952,739.5954363
Hungary,13907.50338,15739.73541,13029.88338,13092.23376,14118.12263,12888.30459,13667.70279,14201.44883,12483.86594,12814.94995
IBRD only,3289.544851,3910.749336,3758.944802,4511.033551,5281.258888,5546.222076,5810.207242,5945.693234,5556.984509,5531.213477
IDA & IBRD total,2705.211144,3206.689292,3075.220548,3693.199134,4298.746961,4505.300019,4713.47704,4823.088221,4502.109113,4460.241398
IDA total,745.3931134,875.7555338,841.0846019,1059.370286,1173.602921,1237.25134,1315.492546,1391.832212,1320.067299,1270.246657
IDA blend,1024.372078,1192.805508,1085.344028,1561.403891,1747.384398,1877.554728,1993.789695,2114.749598,1932.695951,1772.214078
Indonesia,1975.167375,2300.370675,2400.367644,3113.480635,3634.276805,3687.953996,3620.663981,3491.595887,3336.106686,3570.294888
IDA only,608.4445132,720.7632172,725.4003623,806.0775045,883.0734301,911.5699092,970.1530339,1023.210202,1009.327339,1018.610099
Isle of Man,73153.32375,74203.13176,69172.18604,73935.679,76055.5421,79028.04498,82356.82337,89941.64429,81672.0227,
India,1018.166373,991.4846304,1090.317765,1345.770153,1461.671957,1446.98541,1452.195373,1573.118089,1596.470003,1709.591808
Not classified,,,,,,,,,,
Ireland,61359.64477,61257.89572,52104.03515,48671.88812,52224.01097,49177.4413,52060.46786,55899.16348,62139.67495,63861.92198
"Iran, Islamic Rep.",4857.368371,5574.410436,5619.117621,6531.92743,7729.343353,7832.902635,6036.192088,5540.984136,4862.299729,5219.109408
Iraq,3129.224922,4521.03247,3735.144836,4502.749048,5854.614497,6651.12242,6925.224046,6703.074737,4974.02693,4609.600694
Iceland,68348.31817,55575.29196,40461.89251,41676.44527,46000.02017,44333.85018,47810.30888,52473.11356,50734.4436,59976.94257
Israel,24889.16836,29531.57216,27709.11754,30642.94062,33689.83853,32525.95659,36291.23211,37539.95182,35691.26916,37175.74203
Italy,37698.78665,40640.18386,36976.84553,35849.3732,38334.68385,34814.12512,35370.27526,35396.66572,30171.74199,30674.83607
Jamaica,4620.517913,4902.512038,4293.322822,4682.521248,5103.356097,5209.506189,5005.592249,4855.800481,4939.837281,4878.575791
Jordan,2762.806354,3385.609665,3492.130906,3679.190275,3807.324145,3870.753211,3992.867107,4066.940775,4096.099275,4087.937517
Japan,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38096.21151,34474.13736,38900.56931
Kazakhstan,6771.414797,8513.564645,7165.27705,9070.649972,11634.42422,12387.18982,13890.85601,12806.56511,10509.98107,7713.551343
Kenya,839.1081117,916.8992515,920.0816252,967.3400773,987.4453967,1155.020582,1229.114798,1335.06458,1349.970144,1455.359765
Kyrgyz Republic,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1077.036174
Cambodia,631.675789,745.7877873,738.2326684,785.6928841,882.4901462,950.0244132,1028.419568,1098.687123,1163.18977,1269.907238
Kiribati,1357.632211,1413.30234,1297.285141,1493.16051,1692.613277,1763.815497,1724.361737,1619.342566,1504.715353,1587.057869
St. Kitts and Nevis,13538.92858,14681.36684,14212.33957,13704.25445,14483.44351,13965.55811,14823.74859,15775.84594,16178.18869,16596.82639
"Korea, Rep.",23060.70788,20430.63946,18291.9196,22086.95292,24079.78852,24358.78218,25890.01867,27811.36638,27105.07623,27538.80613
Kuwait,45793.97614,55571.99806,37567.30121,38497.61696,48268.5912,51264.07134,48399.90581,42996.40812,29109.06874,27359.23033
Latin America & Caribbean (excluding high income),6556.496925,7581.002271,7024.266138,8641.87814,9720.028562,9665.443022,9776.764948,9891.404494,8303.876751,7954.028884
Lao PDR,709.767087,899.4950787,948.1276421,1141.127115,1304.384015,1588.633147,1838.80602,2017.587781,2159.433735,2353.136848
Lebanon,6014.271115,7109.466413,8480.945504,8858.283977,8734.189185,8922.896752,8721.254215,8536.682494,8452.443641,8257.294391
Liberia,210.3733292,232.061732,303.0667491,327.4205097,379.6895803,415.0361958,454.1222236,458.4651734,452.0380717,455.3707414
Libya,11308.56661,14396.04865,10296.97353,12120.56217,5602.549434,,,,,
St. Lucia,7636.496032,7577.209593,7384.859301,8007.696484,8270.541758,8218.053212,8481.890521,8796.69108,9306.358868,9364.821525
Latin America & Caribbean,6845.832331,7860.103922,7299.812921,8943.388374,10047.9371,10025.80744,10158.81326,10237.42435,8650.871589,8311.370178
Least developed countries: UN classification,581.4166578,705.9745022,702.9865707,779.8547813,864.5679376,896.4241935,949.5790596,1004.424747,969.0019617,960.5329467
Low income,412.362572,483.1282257,497.7646262,522.0282831,571.2246958,598.2791502,629.2776041,659.3436492,626.9138919,610.5578673
Liechtenstein,130267.2433,142973.8309,125945.0096,141165.0829,158283.0763,149295.646,173528.1505,179308.0756,168146.0153,
Sri Lanka,1644.816372,2054.489192,2106.681584,2819.511161,3220.992615,3350.521375,3610.289374,3820.540994,3844.89123,3835.394817
Lower middle income,1229.302148,1361.745875,1373.618214,1693.013089,1885.74899,1947.73219,2001.840877,2075.893344,2025.929064,2078.835481
Low & middle income,2611.441248,3094.920365,2983.802103,3589.469551,4183.863919,4395.298705,4599.497973,4711.089694,4406.49475,4366.429509
Lesotho,918.5406962,935.3941391,924.1059321,1169.267842,1350.677653,1281.620558,1192.998772,1218.466106,1152.319585,1039.704072
Late-demographic dividend,4374.499829,5405.219778,5192.60238,6195.412962,7509.692979,7985.176003,8558.494361,8814.196997,8206.821809,8156.182557
Lithuania,12297.91535,14961.56818,11837.39103,11984.86857,14357.73679,14341.08306,15712.82376,16554.97139,14252.42853,14879.6803
Luxembourg,106018.4928,114293.8433,103198.6693,104965.3061,115761.5077,106749.0136,113625.1329,119225.38,101446.7863,100573.14
Latvia,14044.01589,16348.53121,12219.37379,11326.21947,13702.68947,13822.80559,15061.93745,15758.52974,13658.08503,14064.66075
"Macao SAR, China",36402.56051,40667.88423,40881.38064,52374.79445,66813.34974,76496.36619,89524.84436,94004.38983,75573.48071,73186.96014
St. Martin (French part),,,,,,,,,,
Morocco,2494.353552,2884.94776,2861.554005,2834.20472,3039.916016,2904.746728,3111.762887,3154.513484,2847.285569,2832.429777
Monaco,170156.6944,192989.1895,152111.598,144246.3688,162009.8778,,,,,
Moldova,1230.434685,1695.972811,1525.526119,1631.535832,1970.571373,2046.536787,2243.979662,2244.763762,1832.499052,1900.201479
Madagascar,377.8482928,470.733254,415.6893226,412.7309341,454.963464,443.9061001,461.7230722,452.4631926,402.0883072,401.7422696
Maldives,5353.534269,6275.265713,6514.707996,7052.25084,7359.02323,7496.546936,8384.252877,9220.328165,9792.017334,10118.06118
Middle East & North Africa,5833.362033,7117.492299,6229.030788,7127.014832,8276.889368,8720.137092,8533.769498,8464.051914,7336.969933,7200.935364
Mexico,9330.341687,9689.052887,7748.123301,8959.581416,9834.472689,9820.532572,10298.86766,10452.78353,9152.872306,8208.555984
Marshall Islands,2891.928956,2925.977632,2917.001147,3146.763948,3297.558144,3516.899911,3614.130661,3461.781164,3390.910292,3665.207477
Middle income,2836.730933,3366.676622,3247.007296,3918.419082,4577.280594,4815.434956,5045.880285,5173.999422,4845.200457,4809.202575
"Macedonia, FYR",4036.140237,4793.292959,4543.890244,4542.904104,5064.041106,4698.689476,5211.4992,5469.217898,4834.136723,5237.14767
Mali,595.6368319,689.6784228,697.0153124,708.3707632,835.0889098,777.3476868,803.8935757,848.2279485,749.9501571,779.9448438
Malta,19375.5696,21928.70067,20675.58259,21087.79469,22833.36127,21942.11474,23964.49551,26248.77189,23816.08514,25172.49822
Myanmar,410.4500001,643.9513703,741.0777116,987.7365832,1186.423937,1175.561788,1171.464477,1260.422411,1138.992271,1195.515372
Middle East & North Africa (excluding high income),3156.328275,3818.384024,3629.569699,4122.744869,4588.710354,4829.337485,4488.130183,4407.790776,3924.289301,3890.358305
Montenegro,5957.145693,7367.751909,6727.107767,6682.281158,7318.742449,6586.719209,7186.429787,7378.345289,6514.272695,7023.539916
Mongolia,1634.081431,2139.625631,1717.898761,2650.353648,3769.595269,4368.082248,4385.379355,4181.583313,3946.962075,3694.082552
Northern Mariana Islands,15761.26225,16350.05485,14279.55599,14681.02308,13628.08166,13980.41625,14508.84595,15513.69612,17020.57793,22572.37882
Mozambique,422.1461573,503.1277109,463.852618,419.2258149,526.5313517,566.0513873,605.9856081,623.2871141,528.3139758,382.0693304
Mauritania,1013.31028,1167.535733,1046.837935,1203.383663,1393.261734,1364.283926,1450.577949,1326.668654,1158.256371,1101.901627
Mauritius,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9630.944028
Malawi,320.2227274,372.842678,420.7379657,458.8681744,512.1254051,374.5018802,332.9223039,354.7253961,362.6575444,300.3076651
Malaysia,7269.17114,8513.629541,7326.744435,9071.356987,10405.12062,10779.50751,10882.2891,11183.72943,9648.553455,9508.23775
North America,47723.72747,48232.31001,46394.38485,48289.7003,50024.8203,51560.70464,52755.77925,54187.49409,55153.75821,56081.94448
Namibia,4202.510968,4029.065061,4153.497885,5191.583081,5600.971392,5749.404752,5490.041312,5392.712419,4770.500939,4414.978947
New Caledonia,,,,,,,,,,
Niger,292.55962,354.8185998,341.2894618,348.151511,375.5819866,391.5155024,416.1400838,429.790889,362.7521263,364.1654618
Nigeria,1136.829645,1383.893354,1097.661422,2327.32067,2527.942003,2755.297787,2996.964302,3221.678116,2655.157977,2175.673442
Nicaragua,1344.301871,1518.805386,1464.497754,1526.497938,1682.957924,1792.038045,1847.198049,1975.464707,2095.966488,2151.382047
Netherlands,51241.31562,56928.82048,51900.34009,50338.25483,53540.60536,49474.70561,51574.48942,52157.40687,44746.33405,45669.8148
Norway,85170.86217,97007.94189,80067.17664,87770.26684,100711.2248,101668.1707,103059.2482,97199.9191,74521.56993,70911.75716
Nepal,393.8843518,473.8444409,480.7200909,592.1835216,692.1166842,681.7925868,688.6172788,706.2386977,747.1604624,729.1222515
Nauru,2028.063733,3914.956935,4416.728353,4912.599558,7233.946609,10099.422,10036.18321,9872.638314,8052.888385,7821.298918
New Zealand,32509.73471,31287.77865,28200.94193,33691.34837,38426.55081,39970.25624,42889.88141,44503.24673,38201.57455,39416.35873
OECD members,35359.66386,37138.93028,34499.71818,35903.53426,38376.47589,38061.85408,38274.20331,38779.11678,36412.4853,36864.28891
Oman,15805.13226,22075.03536,16784.34616,19280.74735,20986.00036,22134.91007,21268.75637,20458.45227,16627.3643,14982.35792
Other small states,10819.48238,12880.2641,10782.44229,12211.32617,14713.2864,15014.74495,15313.2461,15463.66268,12594.37906,12075.83441
Pakistan,950.4327931,1039.312088,1006.603999,1040.142268,1226.215314,1261.208967,1272.441061,1316.980966,1428.637628,1443.625016
Panama,6068.086607,6973.92804,7429.628274,7937.259931,9270.723171,10589.82713,11685.97983,12593.73704,13134.04367,13680.23601
Peru,3611.21047,4208.878011,4166.093387,5022.493191,5771.565878,6387.785281,6583.116248,6491.05245,6030.343259,6049.232578
Philippines,1672.685433,1919.466195,1825.341521,2129.499247,2352.518156,2581.818554,2760.289146,2842.938353,2878.33837,2951.071929
Palau,9682.19825,9724.713269,9187.449612,8956.282364,9712.456915,10362.03391,10899.24474,11682.76761,13981.83953,14428.14026
Papua New Guinea,1440.130304,1719.516327,1672.490908,2004.818112,2474.061846,2865.873252,2800.169029,2965.989284,2659.263507,2500.091116
Poland,11260.31852,14001.44688,11542.02029,12597.86239,13890.69624,13143.52122,13780.19061,14339.67455,12564.48353,12421.31891
Pre-demographic dividend,930.5664359,1154.422728,1015.097197,1366.22411,1532.893815,1635.918864,1737.574338,1802.618212,1521.984618,1373.590428
Puerto Rico,23664.88235,24898.33884,25768.73605,26435.74019,27278.87489,27811.54815,28703.74835,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,
Portugal,22780.05845,24815.60884,23063.97161,22538.65408,23196.18375,20577.40264,21618.73534,22077.53613,19252.63495,19839.64315
Paraguay,2312.192926,3059.992184,2599.596259,3225.591754,3988.011894,3855.537735,4479.905858,4712.822736,4109.367724,4077.742073
West Bank and Gaza,1575.5634,1855.45702,1963.201519,2338.719877,2664.951385,2787.169738,2992.200995,2960.778004,2865.805109,2943.404534
Pacific island small states,2858.93511,3040.760322,2644.909387,2892.651511,3383.777468,3570.881087,3641.690444,3764.52277,3644.381046,3775.690017
Post-demographic dividend,38644.25238,40582.39119,38011.34561,39449.29647,42228.25309,41981.04644,42157.30992,42774.09116,40309.77485,41001.21441
French Polynesia,,,,,,,,,,
Qatar,67005.61258,82967.37228,61478.23813,70306.22784,85948.07046,88564.82298,88304.87958,86852.71019,66346.52267,59324.33877
Romania,8214.185378,10136.47356,8220.108329,8297.483621,9200.277825,8558.397606,9585.266593,10020.27733,8978.389254,9519.876801
Russian Federation,9101.253085,11635.26037,8562.809598,10674.98771,14212.06087,15154.45687,15543.67653,14125.9061,9329.298351,8748.364504
Rwanda,404.8533039,500.6687264,539.1538211,563.4910487,617.3107648,678.0796973,688.8768557,706.5699517,710.3483907,702.8356016
South Asia,953.8694488,956.6951702,1036.096113,1252.286986,1373.845812,1370.565409,1386.836579,1497.055909,1538.137074,1637.515774
Saudi Arabia,16472.16605,20037.83234,16094.2931,19259.58726,23770.74739,25303.09462,24934.38614,24575.40304,20653.24205,20028.64821
Sudan,1115.6952,1291.528826,1226.884381,1476.478087,1666.857757,1892.894352,1955.660799,2176.898029,2513.884661,2415.038162
Senegal,950.3978522,1101.202117,1021.037864,1002.52994,1081.939254,1038.077646,1051.750745,1052.127482,910.7747772,952.7683234
Singapore,39223.58187,39721.04818,38577.55822,46569.67951,53166.67581,54431.16199,56029.18914,56336.07234,53629.73746,52962.49157
Solomon Islands,1046.931125,1205.791067,1158.282672,1272.448025,1642.837974,1858.689868,1880.5159,2009.652622,1922.041388,2005.483643
Sierra Leone,358.8274716,406.3759178,394.5932439,405.1284018,445.052005,561.8984239,710.8186998,708.4427474,587.5162611,505.2045112
El Salvador,3304.838107,3507.347674,3366.482133,3474.392445,3736.58713,3827.786267,3895.664491,3988.771871,4127.11775,4223.584579
San Marino,83009.16459,90682.58101,76918.15358,68758.36862,65213.61899,56403.99483,57746.16607,56513.51608,47610.98508,47908.56141
Somalia,,,,,,,407.5432354,417.8900143,426.0098537,434.2088097
Serbia,5458.121718,6701.773913,5821.305397,5411.877404,6423.291783,5659.380204,6353.826383,6200.173221,5237.255334,5426.897946
Sub-Saharan Africa (excluding high income),1154.433935,1284.898259,1197.638536,1556.384157,1704.259614,1738.851233,1782.321644,1817.885502,1595.695747,1462.876344
South Sudan,,1678.711862,1264.789908,1562.239346,1706.090713,958.4550081,1186.101325,1151.861715,758.7205782,
Sub-Saharan Africa,1155.598604,1285.932768,1198.511342,1557.330641,1705.276451,1739.909555,1783.635508,1819.169878,1596.977602,1464.124539
Small states,9837.789647,11603.92661,9725.682667,10943.35639,12981.8725,13345.2197,13594.26474,13722.01208,11507.0534,11050.58302
Sao Tome and Principe,894.0927988,1126.462102,1099.571046,1129.754961,1304.326189,1380.949959,1619.532678,1824.160311,1615.320711,1714.680184
